img_path,xmin,ymin,xmax,ymax,width,height,label
train_images/mushroom_51.jpg,24,23,202,183,227,227,mushroom
train_images/eggplant_37.jpg,34,34,88,201,227,227,eggplant
train_images/mushroom_20.jpg,49,86,183,185,227,227,mushroom
train_images/eggplant_51.jpg,51,59,191,164,227,227,eggplant
train_images/eggplant_26.jpg,40,70,179,168,227,227,eggplant
train_images/mushroom_12.jpg,87,21,205,193,227,227,mushroom
train_images/eggplant_6.jpg,24,83,222,144,227,227,eggplant
train_images/mushroom_1.jpg,44,66,155,167,227,227,mushroom
train_images/cucumber_62.jpg,21,26,207,185,227,227,cucumber
train_images/cucumber_60.jpg,55,58,219,201,227,227,cucumber
train_images/eggplant_9.jpg,11,64,179,202,227,227,eggplant
train_images/mushroom_14.jpg,32,35,191,197,227,227,mushroom
train_images/eggplant_53.jpg,29,36,171,198,227,227,eggplant
train_images/mushroom_25.jpg,66,32,164,201,227,227,mushroom
train_images/eggplant_39.jpg,17,30,212,186,227,227,eggplant
train_images/mushroom_33.jpg,24,46,205,212,227,227,mushroom
train_images/eggplant_49.jpg,35,37,206,155,227,227,eggplant
train_images/mushroom_49.jpg,32,43,193,208,227,227,mushroom
train_images/cucumber_51.jpg,7,17,220,199,227,227,cucumber
train_images/cucumber_61.jpg,25,35,210,170,227,227,cucumber
train_images/cucumber_5.jpg,25,70,201,146,227,227,cucumber
train_images/cucumber_44.jpg,16,77,210,139,227,227,cucumber
train_images/cucumber_1.jpg,23,42,206,199,227,227,cucumber
train_images/eggplant_41.jpg,20,54,186,156,227,227,eggplant
train_images/mushroom_38.jpg,101,58,155,126,227,227,mushroom
train_images/eggplant_3.jpg,19,42,213,186,227,227,eggplant
train_images/eggplant_23.jpg,15,4,215,185,227,227,eggplant
train_images/cucumber_36.jpg,29,74,195,121,227,227,cucumber
train_images/mushroom_6.jpg,146,45,197,203,227,227,mushroom
train_images/cucumber_63.jpg,33,55,199,142,227,227,cucumber
train_images/mushroom_11.jpg,39,27,204,193,227,227,mushroom
train_images/eggplant_14.jpg,59,41,206,149,227,227,eggplant
train_images/eggplant_15.jpg,23,51,178,215,227,227,eggplant
train_images/cucumber_20.jpg,12,51,216,165,227,227,cucumber
train_images/mushroom_34.jpg,11,99,141,177,227,227,mushroom
train_images/cucumber_50.jpg,24,63,203,161,227,227,cucumber
train_images/eggplant_50.jpg,12,86,188,190,227,227,eggplant
train_images/eggplant_11.jpg,49,37,192,172,227,227,eggplant
train_images/eggplant_27.jpg,71,40,198,152,227,227,eggplant
train_images/eggplant_46.jpg,64,48,166,148,227,227,eggplant
train_images/eggplant_29.jpg,1,17,222,226,227,227,eggplant
train_images/eggplant_34.jpg,7,25,210,222,227,227,eggplant
train_images/eggplant_21.jpg,44,95,201,182,227,227,eggplant
train_images/cucumber_16.jpg,14,44,208,205,227,227,cucumber
train_images/eggplant_7.jpg,51,49,200,198,227,227,eggplant
train_images/mushroom_47.jpg,60,44,163,196,227,227,mushroom
train_images/mushroom_7.jpg,45,30,185,200,227,227,mushroom
train_images/mushroom_36.jpg,54,26,185,192,227,227,mushroom
train_images/eggplant_17.jpg,41,58,179,157,227,227,eggplant
train_images/mushroom_41.jpg,42,24,180,213,227,227,mushroom
train_images/cucumber_37.jpg,29,77,209,172,227,227,cucumber
train_images/cucumber_34.jpg,16,52,210,184,227,227,cucumber
train_images/eggplant_59.jpg,8,49,213,214,227,227,eggplant
train_images/eggplant_55.jpg,17,44,113,176,227,227,eggplant
train_images/cucumber_56.jpg,17,98,211,132,227,227,cucumber
train_images/cucumber_12.jpg,22,67,218,158,227,227,cucumber
train_images/eggplant_54.jpg,52,23,213,202,227,227,eggplant
train_images/eggplant_8.jpg,17,46,182,186,227,227,eggplant
train_images/cucumber_59.jpg,8,37,223,187,227,227,cucumber
train_images/mushroom_31.jpg,58,45,162,135,227,227,mushroom
train_images/cucumber_19.jpg,32,74,200,132,227,227,cucumber
train_images/eggplant_47.jpg,29,74,186,172,227,227,eggplant
train_images/cucumber_32.jpg,74,37,150,187,227,227,cucumber
train_images/eggplant_61.jpg,24,11,215,212,227,227,eggplant
train_images/eggplant_18.jpg,16,24,210,173,227,227,eggplant
train_images/cucumber_10.jpg,13,70,219,160,227,227,cucumber
train_images/cucumber_57.jpg,30,80,197,131,227,227,cucumber
train_images/cucumber_52.jpg,22,91,198,151,227,227,cucumber
train_images/eggplant_16.jpg,11,44,188,143,227,227,eggplant
train_images/mushroom_18.jpg,55,46,144,214,227,227,mushroom
train_images/mushroom_4.jpg,8,1,225,221,227,227,mushroom
train_images/mushroom_5.jpg,77,19,165,212,227,227,mushroom
train_images/eggplant_57.jpg,57,64,175,155,227,227,eggplant
train_images/mushroom_45.jpg,55,30,167,212,227,227,mushroom
train_images/cucumber_2.jpg,6,74,221,157,227,227,cucumber
train_images/eggplant_30.jpg,62,76,171,191,227,227,eggplant
train_images/cucumber_6.jpg,3,13,226,188,227,227,cucumber
train_images/cucumber_48.jpg,35,71,197,172,227,227,cucumber
train_images/mushroom_42.jpg,46,43,174,182,227,227,mushroom
train_images/mushroom_10.jpg,38,47,127,154,227,227,mushroom
train_images/eggplant_31.jpg,34,35,194,186,227,227,eggplant
train_images/mushroom_43.jpg,112,55,203,185,227,227,mushroom
train_images/cucumber_43.jpg,11,136,198,179,227,227,cucumber
train_images/cucumber_27.jpg,96,63,219,164,227,227,cucumber
train_images/eggplant_40.jpg,5,12,190,209,227,227,eggplant
train_images/eggplant_2.jpg,32,41,192,198,227,227,eggplant
train_images/cucumber_35.jpg,4,35,225,196,227,227,cucumber
train_images/eggplant_36.jpg,32,56,205,184,227,227,eggplant
train_images/mushroom_13.jpg,22,8,200,193,227,227,mushroom
train_images/cucumber_49.jpg,18,78,190,159,227,227,cucumber
train_images/eggplant_33.jpg,22,34,195,165,227,227,eggplant
train_images/cucumber_31.jpg,36,11,215,207,227,227,cucumber
train_images/eggplant_4.jpg,36,72,205,187,227,227,eggplant
train_images/mushroom_22.jpg,32,52,196,165,227,227,mushroom
train_images/cucumber_23.jpg,8,71,215,152,227,227,cucumber
train_images/cucumber_42.jpg,22,22,218,202,227,227,cucumber
train_images/mushroom_23.jpg,8,5,226,226,227,227,mushroom
train_images/cucumber_15.jpg,40,89,216,221,227,227,cucumber
train_images/eggplant_45.jpg,6,53,195,178,227,227,eggplant
train_images/cucumber_29.jpg,14,97,214,184,227,227,cucumber
train_images/eggplant_13.jpg,25,64,178,184,227,227,eggplant
train_images/cucumber_25.jpg,7,82,219,191,227,227,cucumber
train_images/mushroom_8.jpg,29,44,194,194,227,227,mushroom
train_images/cucumber_38.jpg,38,57,207,191,227,227,cucumber
train_images/eggplant_5.jpg,38,46,195,200,227,227,eggplant
train_images/mushroom_2.jpg,34,31,188,201,227,227,mushroom
train_images/eggplant_1.jpg,2,5,214,225,227,227,eggplant
train_images/mushroom_27.jpg,49,18,181,220,227,227,mushroom
train_images/cucumber_58.jpg,43,43,177,165,227,227,cucumber
train_images/mushroom_24.jpg,33,67,191,189,227,227,mushroom
train_images/mushroom_55.jpg,53,28,187,209,227,227,mushroom
train_images/mushroom_61.jpg,20,20,210,209,227,227,mushroom
train_images/eggplant_56.jpg,31,67,215,160,227,227,eggplant
train_images/mushroom_32.jpg,25,14,199,133,227,227,mushroom
train_images/eggplant_35.jpg,28,70,181,177,227,227,eggplant
train_images/mushroom_52.jpg,96,34,203,204,227,227,mushroom
train_images/eggplant_25.jpg,25,25,167,198,227,227,eggplant
train_images/cucumber_28.jpg,24,61,196,185,227,227,cucumber
train_images/eggplant_42.jpg,16,33,193,161,227,227,eggplant
train_images/cucumber_47.jpg,27,62,212,138,227,227,cucumber
train_images/mushroom_9.jpg,67,38,154,172,227,227,mushroom
train_images/mushroom_48.jpg,119,56,191,181,227,227,mushroom
train_images/cucumber_13.jpg,15,56,212,156,227,227,cucumber
train_images/eggplant_32.jpg,20,72,211,152,227,227,eggplant
train_images/cucumber_18.jpg,53,86,149,175,227,227,cucumber
train_images/cucumber_30.jpg,24,26,200,197,227,227,cucumber
train_images/cucumber_8.jpg,22,62,197,181,227,227,cucumber
train_images/mushroom_30.jpg,9,11,223,217,227,227,mushroom
train_images/eggplant_20.jpg,50,38,178,213,227,227,eggplant
train_images/cucumber_40.jpg,25,67,201,163,227,227,cucumber
train_images/cucumber_4.jpg,12,47,217,135,227,227,cucumber
train_images/mushroom_50.jpg,56,61,173,176,227,227,mushroom
train_images/mushroom_40.jpg,28,31,143,210,227,227,mushroom
train_images/mushroom_57.jpg,10,45,205,218,227,227,mushroom
train_images/mushroom_21.jpg,77,79,144,213,227,227,mushroom
train_images/eggplant_43.jpg,56,35,145,212,227,227,eggplant
train_images/cucumber_24.jpg,13,129,196,170,227,227,cucumber
train_images/cucumber_55.jpg,61,84,166,158,227,227,cucumber
train_images/cucumber_9.jpg,29,81,201,180,227,227,cucumber
train_images/eggplant_22.jpg,38,27,215,155,227,227,eggplant
train_images/cucumber_39.jpg,37,25,192,180,227,227,cucumber
train_images/eggplant_58.jpg,26,45,188,200,227,227,eggplant
train_images/mushroom_35.jpg,69,52,164,169,227,227,mushroom
train_images/cucumber_41.jpg,9,85,221,141,227,227,cucumber
train_images/cucumber_54.jpg,32,48,200,180,227,227,cucumber
train_images/cucumber_11.jpg,8,42,221,200,227,227,cucumber
train_images/mushroom_44.jpg,65,17,151,209,227,227,mushroom
train_images/mushroom_19.jpg,66,23,196,190,227,227,mushroom
train_images/cucumber_7.jpg,78,17,153,217,227,227,cucumber
train_images/cucumber_3.jpg,8,38,219,180,227,227,cucumber
train_images/eggplant_38.jpg,19,49,210,169,227,227,eggplant
train_images/mushroom_46.jpg,22,25,150,217,227,227,mushroom
train_images/mushroom_39.jpg,25,60,128,200,227,227,mushroom
train_images/mushroom_56.jpg,41,52,177,192,227,227,mushroom
train_images/cucumber_53.jpg,35,81,205,158,227,227,cucumber
train_images/mushroom_60.jpg,72,69,217,202,227,227,mushroom
train_images/mushroom_54.jpg,31,21,206,227,227,227,mushroom
train_images/cucumber_26.jpg,31,73,209,142,227,227,cucumber
train_images/eggplant_24.jpg,44,39,178,154,227,227,eggplant
train_images/mushroom_29.jpg,27,72,182,209,227,227,mushroom
train_images/eggplant_28.jpg,54,58,223,190,227,227,eggplant
train_images/cucumber_46.jpg,16,66,224,143,227,227,cucumber
train_images/cucumber_17.jpg,28,71,193,174,227,227,cucumber
train_images/mushroom_15.jpg,102,27,207,168,227,227,mushroom
train_images/mushroom_3.jpg,22,26,206,197,227,227,mushroom
train_images/mushroom_28.jpg,60,10,196,188,227,227,mushroom
train_images/cucumber_21.jpg,16,82,208,172,227,227,cucumber
train_images/mushroom_59.jpg,93,69,177,203,227,227,mushroom
train_images/mushroom_17.jpg,99,18,211,186,227,227,mushroom
train_images/mushroom_53.jpg,36,19,212,195,227,227,mushroom
train_images/eggplant_48.jpg,8,31,219,220,227,227,eggplant
train_images/mushroom_58.jpg,87,1,221,201,227,227,mushroom
train_images/mushroom_26.jpg,68,37,156,200,227,227,mushroom
train_images/eggplant_12.jpg,56,29,182,220,227,227,eggplant
train_images/cucumber_22.jpg,26,22,201,172,227,227,cucumber
train_images/eggplant_52.jpg,56,85,171,182,227,227,eggplant
train_images/cucumber_14.jpg,24,82,204,154,227,227,cucumber
train_images/eggplant_10.jpg,22,51,191,197,227,227,eggplant
train_images/eggplant_19.jpg,15,85,197,149,227,227,eggplant
train_images/eggplant_60.jpg,24,75,184,161,227,227,eggplant
train_images/cucumber_33.jpg,21,29,202,198,227,227,cucumber
train_images/eggplant_62.jpg,67,22,177,215,227,227,eggplant
train_images/cucumber_45.jpg,11,31,217,208,227,227,cucumber
train_images/mushroom_37.jpg,93,13,158,193,227,227,mushroom
train_images/eggplant_44.jpg,21,59,192,171,227,227,eggplant
train_images/mushroom_16.jpg,43,20,197,182,227,227,mushroom
